Location no.,Name,,Address 1 formatted postal,Address 2 formatted physical,phone,fax,contact,email,portfolio code,enrol FTE,Description
0448,Upper Sturt Primary School,,"PO Box 486, Stirling SA 5152","118 Upper Sturt Road, Upper Sturt SA 5156",(08) 8339 2640,(08) 8370 9685,Ms Barb Jones,dl.0448.Admin@schools.sa.edu.au,12,30.2,Primary Schools
0449,Uraidla Primary School,,,"17 Kidney Street, Uraidla SA 5142",(08) 8390 3209,(08) 8390 1048,Mr James Parkin,dl.0449.Admin@schools.sa.edu.au,12,98,Primary Schools
0967,Vale Park Primary School,,,"40-56 Ascot Avenue, Vale Park SA 5081",(08) 8261 3733,(08) 8261 6221,Ms Anne Cannizzaro,dl.0967.Admin@schools.sa.edu.au,07,361,Primary Schools
0453,Victor Harbor R-7 School,,,"The Parkway, Victor Harbor SA 5211",(08) 8552 1166,(08) 8552 5068,Mr Brenton Robins,dl.0453.Admin@schools.sa.edu.au,13,543.6,Primary Schools
0455,Virginia Primary School,,,"Park Road, Virginia SA 5120",(08) 8380 9292,(08) 8380 9576,Mr Ilia Tsoutouras,dl.0455.Admin@schools.sa.edu.au,05,271,Primary Schools
0456,Waikerie Primary School,,,"23 Coombe Terrace, Waikerie SA 5330",(08) 8541 2733,(08) 8541 3410,Mrs Jane Parken,dl.0456.Admin@schools.sa.edu.au,01,265,Primary Schools
0457,Walkerville Primary School,,"PO Box 20, Walkerville SA 5081","159 Stephen Terrace, Walkerville SA 5081",(08) 8344 3649,(08) 8344 3118,Mr Wayne Jupe,dl.0457.Admin@schools.sa.edu.au,07,564,Primary Schools
0460,Wallaroo Mines Primary School,,,"Lipson Avenue, Kadina SA 5554",(08) 8821 1988,(08) 8821 2979,Ms Donella Glazbrook,dl.0460.Admin@schools.sa.edu.au,02,89,Primary Schools
0459,Wallaroo Primary School,,,"Hughes Street, Wallaroo SA 5556",(08) 8823 2190,(08) 8823 3244,Mr Robert Fuller,dl.0459.Admin@schools.sa.edu.au,02,179,Primary Schools
0994,Wandana Primary School,,,"2-12 Cowra Avenue, Gilles Plains SA 5086",(08) 8261 1699,(08) 8266 2919,Ms Donna Beaney,dl.0994.Admin@schools.sa.edu.au,05,201,Primary Schools
0467,Warooka Primary School,,"PO Box 186, Warooka SA 5577","47 Main Street, Warooka SA 5577",(08) 8854 5034,(08) 8854 5018,Mr Nick Goudge,dl.0467.Admin@schools.sa.edu.au,02,88,Primary Schools
0933,Warradale Primary School,,,"Keynes Avenue, Warradale SA 5046",(08) 8296 2678,(08) 8296 7418,Mr Greg Graham,dl.0933.Admin@schools.sa.edu.au,10,288,Primary Schools
0469,Wasleys Primary School,,,"Annie Terrace, Wasleys SA 5400",(08) 8525 4073,(08) 8525 4036,Ms Debra Fairey,dl.0469.Admin@schools.sa.edu.au,11,33,Primary Schools
0470,Watervale Primary School,,,"27 Main North Road, Watervale SA 5452",(08) 8843 0186,(08) 8843 0014,Ms Wendy Burge,dl.0470.Admin@schools.sa.edu.au,02,50,Primary Schools
1004,West Beach Primary School,,,"3 Woodhead Street, West Beach SA 5024",(08) 8356 7930,(08) 8235 1291,Ms Katrina Sexton,dl.1004.Admin@schools.sa.edu.au,08,223.7,Primary Schools
1246,West Lakes Shore School R-7,,,"Edwin Street, West Lakes Shore SA 5020",(08) 8449 7255,(08) 8449 1559,Ms Sue Toone,dl.1246.Admin@schools.sa.edu.au,08,653,Primary Schools
0475,Westbourne Park Primary School,,,"2 Marlborough Road, Westbourne Park SA 5041",(08) 8271 7430,(08) 8373 3057,Mr David Adams,dl.0475.Admin@schools.sa.edu.au,13,551,Primary Schools
1203,Westport Primary School,,,"53 West Street, Semaphore Park SA 5019",(08) 8341 7090,(08) 8449 1662,Ms Rebecca Huddy,dl.1203.Admin@schools.sa.edu.au,10,217,Primary Schools
0625,Whyalla Stuart Campus R-7,,"PO Box 2221, Whyalla Norrie SA 5608","Bastyan Crescent, Whyalla Stuart SA 5608",(08) 8649 2391,(08) 8649 3051,Mrs Jan Burton,dl.0625.Admin@schools.sa.edu.au,20,106,Primary Schools
0478,Whyalla Town Primary School,,"PO Box 185, Whyalla SA 5600","3-9 Walls Street, Whyalla SA 5600",(08) 8645 8755,(08) 8645 1877,Ms Dianne Dinedios,dl.0478.Admin@schools.sa.edu.au,20,317,Primary Schools
0482,Williamstown Primary School,,,"15 Margaret Street, Williamstown SA 5351",(08) 8524 6289,(08) 8524 6682,Ms Julee Veljanovski,dl.0482.Admin@schools.sa.edu.au,11,232,Primary Schools
0679,Willsden Primary School,,,"Elizabeth Terrace, Port Augusta SA 5700",(08) 8642 2722,(08) 8642 3524,Ms Claire Loades,dl.0679.Admin@schools.sa.edu.au,20,157,Primary Schools
0744,Willunga Primary School,,,"247 Main Road, Willunga SA 5172",(08) 8556 2234,(08) 8556 2398,Mr Mick Underwood,dl.0744.Admin@schools.sa.edu.au,12,439,Primary Schools
0483,Wilmington Primary School,,"PO Box 11, Wilmington SA 5485","14 Fifth Street, Wilmington SA 5485",(08) 8667 5112,(08) 8667 5025,Mr Samuel Winters,dl.0483.Admin@schools.sa.edu.au,19,55,Primary Schools
0486,Winkie Primary School,,"PO Box 116, Winkie SA 5343","Winkie Road, Winkie SA 5343",(08) 8583 2285,(08) 8583 2120,Mr Paul Haenen,dl.0486.Admin@schools.sa.edu.au,01,31,Primary Schools
0487,Wirrabara Primary School,,,"East Terrace, Wirrabara SA 5481",(08) 8668 4087,(08) 8668 4008,Ms Elizabeth Hughes,dl.0487.Admin@schools.sa.edu.au,19,16,Primary Schools
1776,Woodcroft Primary School,,,"1-23 Investigator Drive, Woodcroft SA 5162",(08) 8322 2784,(08) 8322 2851,Ms Kristian Mundy,dl.1776.Admin@schools.sa.edu.au,17,941,Primary Schools
1056,Woodend Primary School,,,"Edward Beck Drive, Sheidow Park SA 5158",(08) 8322 6422,(08) 8322 7100,Mr Brian Marshall,dl.1056.Admin@schools.sa.edu.au,17,639,Primary Schools
0495,Woodside Primary School,,"PO Box 114, Woodside SA 5244","23 Moffett Street, Woodside SA 5244",(08) 8389 7083,(08) 8389 7601,Mr John Balnaves,dl.0495.Admin@schools.sa.edu.au,06,228,Primary Schools
1904,Woodville Gardens School B-7,,,"Ridley Grove, Woodville Gardens SA 5012",(08) 8414 8600,(08) 8414 8650,Mr Frank Cairns,dl.1904.Admin@schools.sa.edu.au,09,620,Primary Schools
0497,Woodville Primary School,,,"Evans Street, Woodville South SA 5011",(08) 8445 2744,(08) 8445 7454,Mr Graeme Charlton,dl.0497.Admin@schools.sa.edu.au,09,332,Primary Schools
0533,Wynn Vale R-7 School,,,"17-19 Sunnybrook Drive, Wynn Vale SA 5127",(08) 8289 0270,(08) 8289 1696,Mrs Gael Little,dl.0533.Admin@schools.sa.edu.au,05,241,Primary Schools
0501,Yahl Primary School,,"PO Box 3354, Mount Gambier SA 5291","10 Lange Road, Yahl SA 5291",(08) 8725 3658,(08) 8725 0717,Ms Bronwyn Kilpatrick,dl.0501.Admin@schools.sa.edu.au,14,112,Primary Schools
0644,Yunta Rural School,,"c/- Post Office, Yunta SA 5440","Railway Terrace, Yunta SA 5440",(08) 8650 5026,(08) 8650 5020,Mr Steve Riley,dl.0644.Admin@schools.sa.edu.au,19,3,Primary Schools
,,,,,,,,,,,
9756,All Saints Catholic Primary School,,"PO Box 197, Seaford SA 5169","621 Grand Boulevard, Seaford SA 5169",(08) 8327 0020,(08) 8327 0866,Ms Helen Ward,allsaints@cardinjn.net.au,,,Registered Non-Government Primary Schools
9124,Antonio Catholic School,,,"8 Bains Road, Morphett Vale SA 5162",(08) 8384 7633,(08) 8384 5803,Mr Ray Higgins,admin@antonio.adl.catholic.edu.au,,,Registered Non-Government Primary Schools
8424,Bethany Christian School Inc,,"PO Box 2125, Salisbury Downs SA 5108","37 Countess Street, Paralowie SA 5108",(08) 8283 0000,(08) 8283 0101,Ms Wendy Matear,,,,Registered Non-Government Primary Schools
8243,Blakes Crossing Christian College,,"PO Box 150, Smithfield SA 5114","Boucaut Avenue, Blakeview SA 5114",(08) 1300 933418,,Mr Warren Hall,office@blakescrossing.sa.edu.au,,,Registered Non-Government Primary Schools
8005,Calvary Lutheran Primary School,,,"5 Windsong Court, Morphett Vale SA 5162",(08) 8382 5144,(08) 8384 6828,Ms Angela Branford,,,,Registered Non-Government Primary Schools
8000,Catherine McAuley School,,,"210 Adams Road, Craigmore SA 5114",(08) 8284 1666,(08) 8284 1766,Mrs Georgia Dennis,cathmcay@camtech.net.au,,,Registered Non-Government Primary Schools
9085,Christ the King School,,,"126 Dunrobin Road, Warradale SA 5046",(08) 8296 1635,(08) 8296 1990,Ms Liz Keogh,christ-king@writeme.com,,,Registered Non-Government Primary Schools
8222,Dominican School,,"PO Box 14, Semaphore SA 5019","237 Military Road, Semaphore SA 5019",(08) 8449 6300,(08) 8341 6414,Mr Peter Kostiw,principal@dominican.adl.catholic.edu.au,,,Registered Non-Government Primary Schools
9755,Emmaus Catholic School,,,"2 Todd Street, Woodcroft SA 5162",(08) 8322 7211,(08) 8322 7400,Ms Anne Donnelly,emmaus@cardijn.net.au,,,Registered Non-Government Primary Schools
9133,Galilee Catholic School,,"PO Box 1291, Aldinga Beach SA 5173","Cnr Quinliven and How Road, Aldinga SA 5173",(08) 8557 9000,(08) 8557 9099,Mrs Jodie Higgins,,,,Registered Non-Government Primary Schools
8226,Golden Grove Lutheran Primary School,,"PO Box 1371, Golden Grove SA 5125","Cnr Richardson Drv & Sunnybrook Drv, Wynn Vale SA 5127",(08) 8282 6000,(08) 8289 0635,Mr Daryl Trigg,mayer.rainer@goldengrove.sa.edu.au,,,Registered Non-Government Primary Schools
9093,Good Shepherd Lutheran School - Angaston,,,"7 Neldner Avenue, Angaston SA 5353",(08) 8564 2396,(08) 8564 2281,Mrs Anne Marschall,admin@shepherd.mtx.net,,,Registered Non-Government Primary Schools
8419,Good Shepherd Lutheran School - Para Vista,,"PO Box 121, Modbury North SA 5092","388 Montague Road, Para Vista SA 5093",(08) 8264 7966,(08) 8396 4799,Mr David Wilksch,bursar@gspv.sa.edu.au,,,Registered Non-Government Primary Schools
8399,Holy Family Catholic School,,"PO Box 2035, Salisbury Downs SA 5108","71 Shepherdson Road, Parafield Gardens SA 5107",(08) 8250 6616,(08) 8250 3034,Mr Kerry White,principal@hfcs.adl.catholic.edu.au,,,Registered Non-Government Primary Schools
9010,Immaculate Heart of Mary School,,,"95 East Street, Brompton SA 5007",(08) 8346 5704,(08) 8346 0880,Mr David Edwards,principal@ihm.adl.catholic.edu.au,,,Registered Non-Government Primary Schools
8234,Immanuel Lutheran School,,,"11 Lyndoch Road, Gawler East SA 5118",(08) 8522 5740,(08) 8523 1731,Mrs Sue DeBiasi,immanuel@adelaide.on.net,,,Registered Non-Government Primary Schools
8026,Immanuel Primary School,,"Saratoga Drive, Novar Gardens SA 5040","Cnr Saratoga Drive & Morphett Road, Novar Gardens SA 5040",(08) 8294 8422,(08) 8295 8828,Mr Robert Hoff,immanuel@immanuel.sa.edu.au,,,Registered Non-Government Primary Schools
8413,Kirinari Community School Inc,,,"18 Trimmer Terrace, Unley SA 5061",(08) 8271 5046,(08) 8357 7706,,kirinari@chariot.net.au,,,Registered Non-Government Primary Schools
9100,Lobethal Lutheran School,,,"48 Main Street, Lobethal SA 5241",(08) 8389 6131,(08) 8389 6322,Mr Craig Lieschke,lobeluth@camtech.net.au,,,Registered Non-Government Primary Schools
9101,Loxton Lutheran School,,,"6 Luther Road, Loxton SA 5333",(08) 8584 7496,(08) 8584 5478,Mr Terry Sawade,loxluths@riverland.net.au,,,Registered Non-Government Primary Schools
9103,Maitland Lutheran School,,,"23 Clinton Street, Maitland SA 5573",(08) 8832 2288,(08) 8832 2390,Mr David Field,mlschool@netyp.com.au,,,Registered Non-Government Primary Schools
9059,Mary MacKillop Memorial School,,"PO Box 17, Penola SA 5277","5 Portland Street, Penola SA 5277",(08) 8737 2902,(08) 8737 2137,Ms Sara Scungio,mmms@penola.mtx.net.au,,,Registered Non-Government Primary Schools
8203,Murraylands Christian College - MurrayBridge,,"PO Box 1460, Murray Bridge SA 5253","136 Adelaide Road, Murray Bridge SA 5253",(08) 8531 3411,(08) 8531 3355,Mr Bruce Hicks,mvcc@iprimus.com.au,,,Registered Non-Government Primary Schools
9029,Our Lady of Grace School,,,"38 Beadnall Terrace, Glengowrie SA 5044",(08) 8295 2934,(08) 8294 8831,Mrs Shana Bennett,olograce@camtech.net.au,,,Registered Non-Government Primary Schools
9757,Our Lady of Hope School,,,"Cnr Golden Grove Road & Golden Way, Greenwith SA 5125",(08) 8289 8344,(08) 8289 8440,Mr Kevin Blake,principal@oloh.adl.catholic.edu.au,,,Registered Non-Government Primary Schools
9069,Our Lady of Mt Carmel Parish School,,,"17 Pennington Terrace, Pennington SA 5013",(08) 8447 1405,(08) 8341 1017,Mrs Grace Parletto,mcps@camtech.net.au,,,Registered Non-Government Primary Schools
9008,Our Lady of the River School,,"PO Box 202, Berri SA 5343","Verran Terrace, Berri SA 5343",(08) 8582 1128,(08) 8582 3501,Ms Ros Oates,admin@olor.sa.ed.au,,,Registered Non-Government Primary Schools
9081,Our Lady of the Visitation School,,,"433 Victoria Road, Taperoo SA 5017",(08) 8248 2480,(08) 8341 8433,Mr Bruno Benci,principal@olor.sa.edu.au,,,Registered Non-Government Primary Schools
9005,Our Lady Queen of Peace School,,,"106 Botting Street, Albert Park SA 5014",(08) 8345 4036,(08) 8347 0287,Mrs Cecilia Quigley,olqopadm@camtech.net.au,,,Registered Non-Government Primary Schools
8284,Our Saviour Lutheran School,,,"28 Taylors Road, Aberfoyle Park SA 5159",(08) 8270 5488,(08) 8270 5362,Ms Linda Warner,bursar@osls.sa.edu.au,,,Registered Non-Government Primary Schools
8435,Pilgrim School,,,"2 Campus Drive, Aberfoyle Park SA 5159",(08) 8270 3033,(08) 8370 7734,Mr Nigel Bennett,pilgrim@pilgrim.sa.edu.au,,,Registered Non-Government Primary Schools
9115,Prescott Primary Northern,,,"354 Wright Road, Para Vista SA 5093",(08) 8396 2577,(08) 8396 2017,Mr Shane Blake,ppnorth@ppn.sa.edu.au,,,Registered Non-Government Primary Schools
9099,Redeemer Lutheran School,,"PO Box 397, Nuriootpa SA 5355","Vine Street, Nuriootpa SA 5355",(08) 8562 1655,(08) 8562 3450,Mr Steven Wilksch,redeemer@dove.net.au,,,Registered Non-Government Primary Schools
8457,Riverland Christian School,,"PMB 1, Berri SA 5343","128 Distillery Road, Glossop SA 5344",(08) 8583 2304,(08) 8583 1156,Mr Matthew Paterson,rcs@riverland.net.au,,,Registered Non-Government Primary Schools
9065,Rosary School,,,"15 Gladstone Road, Prospect SA 5082",(08) 8343 5700,(08) 8343 5764,Mr Damian Weeks,rosary.school@rosary.adl.catholic.edu.au,,,Registered Non-Government Primary Schools
8385,Saint David's Parish School,,"PO Box 647, St Agnes SA 5097","40 Elizabeth Street, Tea Tree Gully SA 5091",(08) 8360 6300,(08) 8360 6327,Mrs Christine Comas-Preece,admin@stdavids.net.au,,,Registered Non-Government Primary Schools
9095,Saint John's Lutheran School - Eudunda,,,"8 Ward Street, Eudunda SA 5374",(08) 8581 1282,(08) 8581 1661,Ms Paula Skinner,office@school.rbe.net.au,,,Registered Non-Government Primary Schools
9018,Saint Margaret Mary's School,,,"5 Eldon Street, Croydon Park SA 5008",(08) 8245 5800,(08) 8245 5811,Mrs Anne McGowan,stmarg@arcom.com.au,,,Registered Non-Government Primary Schools
9007,Saint Peter's Woodlands Grammar School,,,"39 Partridge Street, Glenelg SA 5045",(08) 8295 4317,(08) 8295 2820,Mr Christopher Prance,,,,Registered Non-Government Primary Schools
8039,Saint Spyridon College,,"PO Box 74, Unley SA 5061","52 Oxford Terrace, Unley SA 5061",(08) 8272 1655,(08) 8272 1677,Mr Nick Papageorgiou,,,,Registered Non-Government Primary Schools
8434,School of the Nativity,,,"2 Campus Drive, Aberfoyle Park SA 5159",(08) 8270 3177,(08) 8370 6772,Mr Greg Haynes,nativity@camtech.net.au,,,Registered Non-Government Primary Schools
8016,Southern Montessori School,,,"53 Galloway Road, O'Sullivan Beach SA 5166",(08) 8384 7233,(08) 8384 8904,Mr Steven Wallis,admin@southernmontessori.sa.edu.au,,,Registered Non-Government Primary Schools
9104,Spring Head Trinity Lutheran Primary School,,"PO Box 444, Mount Torrens SA 5244","280 Spring Head Road, Mount Torrens SA 5244",(08) 8389 4334,(08) 8389 4498,Mr Bruce Williams,springhead@senet.com.au,,,Registered Non-Government Primary Schools
9041,St Albert's Catholic School,,"PO Box 570, Loxton SA 5333","13 Geraldton Street, Loxton SA 5333",(08) 8584 5110,(08) 8584 5133,Mr Jason Mittiga,stalbert@sa.ozland.net.au,,,Registered Non-Government Primary Schools
9004,St Andrew's School,,"PO Box 87, Walkerville SA 5081","22 Smith Street, Walkerville SA 5081",(08) 8168 5555,(08) 8344 8670,Mrs Deb Dalwood,bursar@standrews.sa.edu.au,,,Registered Non-Government Primary Schools
9045,St Anthony's Catholic Primary School,,,"37 Mount Gambier Road, Millicent SA 5280",(08) 8733 3479,(08) 8733 2483,Mrs Amanda Parslow,admin@stanthml@adl.catholic.edu.au,,,Registered Non-Government Primary Schools
9020,St Anthony's School,,,"1 Castle Street, Edwardstown SA 5039",(08) 8115 7500,(08) 8293 5892,Mrs Cate Birch,saints@senet.com.au,,,Registered Non-Government Primary Schools
9072,St Augustine's Parish School,,,"25 Commercial Road, Salisbury SA 5108",(08) 8182 7900,(08) 8182 7999,Mrs Josette Charles,secretary@staugust.adl.catholic.edu.au,,,Registered Non-Government Primary Schools
8201,St Barbara's Parish School,,"PO Box 467, Roxby Downs SA 5725","78 Pioneer Drive, Roxby Downs SA 5725",(08) 8671 3207,(08) 8671 3208,Mr Michael Preece,stbarbs@roxbynet.com,,,Registered Non-Government Primary Schools
9070,St Bernadette's School,,,"54 Ragless Street, St Marys SA 5042",(08) 8276 5394,(08) 8374 1743,Ms Denise McGrath,stbern@camtech.net.au,,,Registered Non-Government Primary Schools
8235,St Brigid's Catholic Primary School,,,"Para Road, Evanston SA 5116",(08) 8522 2099,(08) 8523 1699,Mr Paul Bennett,principal@stbrigev.adl.catholic.edu.au,,,Registered Non-Government Primary Schools
9036,St Brigid's School,,"PO Box 287, Kilburn SA 5084","45 Way Street, Kilburn SA 5084",(08) 8262 3812,(08) 8262 5011,Ms Trish O'Toole,principal@stbrigidskil.adl.catholic.edu.au,,,Registered Non-Government Primary Schools
9079,St Catherine's School,,,"22 Ayers Hill Road, Stirling SA 5152",(08) 8339 2222,(08) 8370 8218,Ms Leonie DeGaris,admin@stcaths.adl.catholic.edu.au,,,Registered Non-Government Primary Schools
9092,St Columba's Memorial School,,"PO Box 93, Yorketown SA 5576","55 Warooka Road, Yorketown SA 5576",(08) 8852 1461,(08) 8852 1300,Mr Todd Murfitt,enquiry@stcolomba.adl.catholic.edu.au,,,Registered Non-Government Primary Schools
9013,St Francis of Assisi School,,,"57 Newton Road, Newton SA 5074",(08) 8337 4022,(08) 8365 3295,Mr Paul Forde,,,,Registered Non-Government Primary Schools
9040,St Francis School,,,"458 Henley Beach Road, Lockleys SA 5032",(08) 8356 6404,(08) 8235 2831,Mr Rick Favilla,,,,Registered Non-Government Primary Schools
8006,St Francis Xavier's Regional Catholic School,,,"4 Carignane Street, Wynn Vale SA 5127",(08) 8251 1644,(08) 8251 9599,Mr Joe De Tullio,,,,Registered Non-Government Primary Schools
9016,St Gabriel's School,,"PO Box 179, Enfield Plaza SA 5085","17 Whittington Street, Enfield SA 5085",(08) 8344 0000,(08) 8344 0099,Mr Stuart Baker,adminsgs@camtech.net.au,,,Registered Non-Government Primary Schools
9102,St Jakobi Lutheran School,,"PO Box 138, Lyndoch SA 5351","208 Lyndoch Valley Road, Lyndoch SA 5351",(08) 8524 4137,(08) 8524 5690,Mrs Kathryn Krieg,,,,Registered Non-Government Primary Schools
9034,St James' School,,,"1 King Edward Terrace, Jamestown SA 5491",(08) 8664 1120,(08) 8664 1089,Ms Michelle Miller,stjames@ozemail.com.au,,,Registered Non-Government Primary Schools
9011,St John Bosco School,,,"19 Lipsett Tce, Brooklyn Park SA 5032",(08) 8352 7073,(08) 8443 3040,Mr Denis Cranswick,stjbosco@senet.com.au,,,Registered Non-Government Primary Schools
9014,St John the Apostle Catholic School,,"PO Box 116, Christies Beach SA 5165","14 Winnerah Road, Christies Beach SA 5165",(08) 8382 2064,(08) 8326 1402,Mr Frank De Tullio,,,,Registered Non-Government Primary Schools
9063,St John the Baptist Catholic School,,"PO Box 394, Plympton SA 5038","342 Anzac Highway, Plympton SA 5038",(08) 8293 6280,(08) 8293 8992,Mr Joe Blefari,,,,Registered Non-Government Primary Schools
9098,St John's Lutheran Primary School - Highgate,,,"20 Highgate Street, Highgate SA 5063",(08) 8271 4299,(08) 8373 4504,Mr Michael Paech,,,,Registered Non-Government Primary Schools
9055,St Joseph's Memorial School,,"PO Box 4023, Norwood South SA 5067","139 William Street, Norwood SA 5067",(08) 8364 1164,(08) 8364 0877,Mr Craig Fosdike,stjonorw@camtech.net.au,,,Registered Non-Government Primary Schools
, Saint Joseph's Memorial School:Early Years,,,"46 Bridge Street, Kensington SA 5068",(08) 8364 1164,(08) 8364 0877,,,,,Registered Non-Government Primary Schools
9027,St Joseph's Parish Primary School,,,"1 West Terrace, Gladstone SA 5473",(08) 8662 2016,(08) 8662 2241,Mr Martin Hayes,stjoglad@tell.net.au,,,Registered Non-Government Primary Schools
8323,St Joseph's School - Barmera,,,"8 Joyce Street, Barmera SA 5345",(08) 8588 2154,(08) 8588 2986,Mr Lee Abela,stjobarm@sa.ozeland.net.au,,,Registered Non-Government Primary Schools
9015,St Joseph's School - Clare,,,"29 Victoria Road, Clare SA 5453",(08) 8842 3830,(08) 8842 3410,Mr Peter Shearer,,,,Registered Non-Government Primary Schools
9032,St Joseph's School - Hectorville,,,"30 Montacute Road, Hectorville SA 5073",(08) 8337 6044,(08) 8365 0885,Ms Leanne Carr,,,,Registered Non-Government Primary Schools
8327,St Joseph's School - Hindmarsh,,,"56 Albemarle Street, West Hindmarsh SA 5007",(08) 8346 6569,(08) 8346 4970,Mr Philip Schultz,,,,Registered Non-Government Primary Schools
9037,St Joseph's School - Kingswood,,,"33 Cambridge Terrace, Kingswood SA 5062",(08) 8271 6553,(08) 8357 9199,Mr Justin Cavuoto,stjoking@senet.com.au,,,Registered Non-Government Primary Schools
9049,St Joseph's School - Murray Bridge,,,"1 Florence Street, Murray Bridge SA 5253",(08) 8532 3734,(08) 8531 2985,Mr Mark Corrigan,stjoseph@lm.net.au,,,Registered Non-Government Primary Schools
9056,St Joseph's School - Ottoway,,,"10 Ina Avenue, Ottoway SA 5013",(08) 8447 4969,(08) 8241 0380,Mr Christopher Platten,,,,Registered Non-Government Primary Schools
9058,St Joseph's School - Payneham,,,"78 Portrush Road, Payneham SA 5070",(08) 8362 2153,(08) 8362 9964,Mr Laurie Sammut,school@stjopayn.adl.catholic.edu.au,,,Registered Non-Government Primary Schools
